index,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,animal_Type,Sex_upon_Outcome,Age_upon_Outcome,Breed,Color,Medicine
3670,*Rudy,6/24/2015 14:14,6/24/2015 14:14,12/16/2013,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,tolazoline
3671,King,6/9/2015 15:15,6/9/2015 15:15,6/9/2007,Return to Owner,,Dog,Neutered Male,8 years,Pit Bull/Labrador Retriever,Black/White,Anticholinergic
3672,,12/20/2018 16:51,12/20/2018 16:51,7/10/2018,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,White/Blue,Lidocaine
3673,,3/6/2018 8:51,3/6/2018 8:51,3/5/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Gray/Black,Adrenaline
3674,*Vigo,3/6/2014 16:38,3/6/2014 16:38,2/19/2009,Adoption,,Dog,Neutered Male,5 years,Maltese,White,anaesthetic
3675,,4/12/2014 14:55,4/12/2014 14:55,3/28/2013,Euthanasia,Suffering,Other,Intact Male,1 year,Opossum Mix,Gray/White,midazolam
3676,Buddy,9/29/2017 16:08,9/29/2017 16:08,7/14/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Brown Tabby,inflammatory
3677,,6/27/2018 16:26,6/27/2018 16:26,4/16/2018,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White,Opioids
3678,,5/29/2018 12:07,5/29/2018 12:07,10/18/2017,Transfer,Partner,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White,Crystalloid
3679,Knox,6/11/2016 18:17,6/11/2016 18:17,3/23/2016,Adoption,,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Red,Potassium chloride
3680,Delena,4/15/2017 13:54,4/15/2017 13:54,1/28/2012,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,gluconate
3681,Coco,4/6/2015 18:28,4/6/2015 18:28,9/30/2011,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier/Chinese Crested,Black/Gray,mannitol
3682,*Vinny,2/11/2015 17:21,2/11/2015 17:21,4/12/2014,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black,Dextrose
3683,*Marty,4/20/2014 18:55,4/20/2014 18:55,1/10/2012,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Brown Brindle,Heparin
3684,*Alfie,11/15/2017 11:08,11/15/2017 11:08,11/7/2007,Transfer,Partner,Dog,Neutered Male,10 years,Maltese Mix,White/White,Vitamin K103
3685,*Nadia,12/21/2015 18:08,12/21/2015 18:08,10/9/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,isoflurane
3686,Petunia,10/28/2013 18:10,10/28/2013 18:10,8/17/2013,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,alfaxalone
3687,,4/8/2017 9:00,4/8/2017 9:00,4/7/2016,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,White/Orange,propofol
3688,Bella,6/26/2015 16:30,6/26/2015 16:30,2/27/2015,Transfer,Partner,Dog,Intact Female,3 months,Pit Bull Mix,Red/White,hydroxyzine
3689,*Bliss,6/12/2017 15:07,6/12/2017 15:07,2/2/2015,Adoption,,Dog,Spayed Female,2 years,Jack Russell Terrier/Chihuahua Shorthair,Brown,Colloid
3690,Vicious,10/14/2016 11:40,10/14/2016 11:40,10/10/2015,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Rat Terrier,Black/White,emulsions
3691,,4/16/2014 9:50,4/16/2014 9:50,4/16/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray/Black,Amoxicillin
3692,Astro,4/30/2014 13:08,4/30/2014 13:08,4/30/2012,Return to Owner,,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red/White,Clindamycin
3693,,4/24/2017 17:05,4/24/2017 17:05,2/5/2017,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown,Amoxicillin
3694,Rambo,10/8/2014 18:23,10/8/2014 18:23,10/8/2007,Return to Owner,,Dog,Neutered Male,7 years,Norfolk Terrier Mix,Tricolor,Ampicillin
3695,,5/2/2018 16:44,5/2/2018 16:44,4/17/2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,Cefazolin
3696,*Kota,12/17/2018 15:24,12/17/2018 15:24,12/1/2016,Transfer,Partner,Dog,Neutered Male,2 years,Siberian Husky,Chocolate/White,sulfonamide
3697,*Godfrey,7/13/2016 18:13,7/13/2016 18:13,7/8/2015,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle,Doxycycline
3698,*Lewey,4/8/2018 17:46,4/8/2018 17:46,10/30/2017,Adoption,,Dog,Neutered Male,5 months,Australian Kelpie Mix,Tricolor,Erythromycin
3699,Ben,8/17/2015 16:21,8/17/2015 16:21,7/23/2012,Return to Owner,,Dog,Neutered Male,3 years,Catahoula Mix,Blue Merle,Metronidazole
3700,Remus,6/9/2015 17:38,6/9/2015 17:38,3/8/2015,Adoption,,Dog,Neutered Male,3 months,Catahoula Mix,White/Blue,Enrofloxacin
3701,,9/13/2014 16:30,9/13/2014 16:30,8/29/2014,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,Florfenicol
3702,*Ariel,12/29/2015 15:48,12/29/2015 15:48,12/13/2014,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,Oxygen
3703,,10/28/2014 11:30,10/28/2014 11:30,8/28/2014,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,xylazine
3704,Lucas,10/31/2018 19:00,10/31/2018 19:00,4/2/2017,Adoption,,Dog,Neutered Male,1 year,Dachshund/Miniature Pinscher,Brown/Black,medetomidine
3705,,2/28/2018 18:49,2/28/2018 18:49,1/4/2018,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White,yohimbine
3706,Moejoe,8/7/2016 12:02,8/7/2016 12:02,4/5/2016,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,tolazoline
3707,,6/22/2014 17:47,6/22/2014 17:47,2/16/2014,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Brown/White,Anticholinergic
3708,Ash,6/18/2015 11:37,6/18/2015 11:37,6/6/2014,Return to Owner,,Dog,Unknown,1 year,German Shorthair Pointer Mix,Blue Tick,Lidocaine
3709,*Wayne,9/13/2018 18:52,9/13/2018 18:52,9/6/2013,Adoption,,Dog,Neutered Male,5 years,Schnauzer Giant Mix,Tan/Silver,Adrenaline
3710,,8/24/2016 8:15,8/24/2016 8:15,2/23/2016,Euthanasia,Rabies Risk,Other,Unknown,6 months,Raccoon Mix,Gray/Black,anaesthetic
3711,*Blossom,11/14/2016 16:33,11/14/2016 16:33,11/9/2013,Transfer,Partner,Dog,Intact Female,3 years,Pit Bull Mix,Blue,midazolam
3712,Miso,5/3/2015 14:09,5/3/2015 14:09,10/10/2009,Adoption,,Dog,Neutered Male,5 years,Pit Bull Mix,White/Brown Brindle,inflammatory
3713,,1/2/2017 18:03,1/2/2017 18:03,9/28/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby,Opioids
3714,George,11/14/2014 14:25,11/14/2014 14:25,11/9/2010,Transfer,Partner,Cat,Neutered Male,4 years,Siamese Mix,Seal Point,Crystalloid
3715,,4/18/2015 8:52,4/18/2015 8:52,2/15/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Blue Tabby,Potassium chloride
3716,Austin,5/7/2016 17:38,5/7/2016 17:38,5/3/2014,Adoption,,Dog,Neutered Male,2 years,Shih Tzu Mix,White/Buff,gluconate
3717,,10/2/2013 14:15,10/2/2013 14:15,9/26/2012,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever,Chocolate,mannitol
3718,Rogers,11/29/2016 18:03,11/29/2016 18:03,11/29/2015,Return to Owner,,Bird,Intact Female,1 year,Turkey Mix,Black/Red,Dextrose
3719,,10/14/2014 17:02,10/14/2014 17:02,10/9/2011,Adoption,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Black/Gray,Heparin
3720,Saydee,3/6/2016 0:00,3/6/2016 0:00,3/13/2015,Transfer,Partner,Dog,Spayed Female,11 months,Chihuahua Shorthair Mix,Red/White,Vitamin K104
3721,*Oz,12/8/2015 12:23,12/8/2015 12:23,4/18/2015,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Cream Tabby/White,isoflurane
3722,Polo,9/28/2016 11:40,9/28/2016 11:40,9/27/2012,Return to Owner,,Dog,Neutered Male,4 years,Border Collie Mix,Black/Tricolor,alfaxalone
3723,*Stella,5/30/2017 18:34,5/30/2017 18:34,6/2/2011,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,White/Brown,propofol
3724,,6/29/2014 9:00,6/29/2014 9:00,6/28/2012,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby,hydroxyzine
3725,,4/7/2015 8:21,4/7/2015 8:21,10/6/2014,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat,Brown,Colloid
3726,*Neenah,3/30/2017 17:53,3/30/2017 17:53,1/26/2017,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/Tan,emulsions
3727,Peaches,4/25/2015 18:36,4/25/2015 18:36,4/18/2007,Adoption,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,Amoxicillin
3728,,10/20/2016 9:00,10/20/2016 9:00,10/19/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/Black,Clindamycin
3729,Tony,4/11/2018 12:54,4/11/2018 12:54,4/10/2014,Return to Owner,,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan,Amoxicillin
3730,Sam,11/8/2015 16:47,11/8/2015 16:47,10/30/2013,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,Ampicillin
3731,Sterling,7/12/2017 11:08,7/12/2017 11:08,4/15/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,Cefazolin
3732,Matilda,4/20/2014 16:40,4/20/2014 16:40,2/3/2012,Adoption,,Dog,Spayed Female,2 years,Boxer Mix,Black/White,sulfonamide
3733,Rey,10/4/2018 17:58,10/4/2018 17:58,12/4/2016,Return to Owner,,Dog,Intact Male,1 year,Cairn Terrier Mix,Black/White,Doxycycline
3734,,12/8/2018 17:38,12/8/2018 17:38,9/11/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,Erythromycin
3735,Bobby,9/28/2016 17:12,9/28/2016 17:12,7/24/2016,Adoption,,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,White/Tan,Metronidazole
3736,*Molly,8/28/2015 12:53,8/28/2015 12:53,4/29/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby/White,Enrofloxacin
3737,,7/21/2017 10:40,7/21/2017 10:40,6/21/2017,Euthanasia,Underage,Bird,Unknown,4 weeks,Sparrow Mix,Gray/Black,Florfenicol
3738,Tina,5/9/2015 13:50,5/9/2015 13:50,5/1/2013,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,Oxygen
3739,Apollo,9/17/2015 19:09,9/17/2015 19:09,9/13/2012,Adoption,,Dog,Neutered Male,3 years,Anatol Shepherd Mix,Tan/White,xylazine
3740,Ginger Peace,1/10/2014 18:34,1/10/2014 18:34,10/30/2013,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,medetomidine
3741,*Amarillo,5/3/2015 18:05,5/3/2015 18:05,4/20/2013,Missing,Possible Theft,Dog,Intact Male,2 years,Pit Bull Mix,Yellow Brindle,yohimbine
3742,Calliope,8/16/2018 18:47,8/16/2018 18:47,1/9/2010,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,tolazoline
3743,Gemma,11/27/2016 13:53,11/27/2016 13:53,4/27/2015,Adoption,,Dog,Spayed Female,1 year,Great Pyrenees Mix,Yellow,Anticholinergic
3744,Jethro,6/6/2018 14:47,6/6/2018 14:47,12/29/2015,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Lidocaine
3745,,5/17/2015 18:48,5/17/2015 18:48,4/25/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Adrenaline
3746,,9/27/2017 19:18,9/27/2017 19:18,8/24/2017,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Squirrel Mix,Brown,anaesthetic
3747,Spots,7/4/2016 15:39,7/4/2016 15:39,5/12/2009,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,White/Black,midazolam
3748,*Paul,6/26/2016 19:11,6/26/2016 19:11,6/19/2013,Adoption,,Dog,Neutered Male,3 years,Bruss Griffon Mix,White,inflammatory
3749,Flash,10/26/2015 11:23,10/26/2015 11:23,10/26/2010,Return to Owner,,Dog,Neutered Male,5 years,Basset Hound Mix,White/Black,Opioids
3750,,2/1/2015 16:43,2/1/2015 16:43,2/1/2014,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown,Crystalloid
3751,,7/20/2018 16:38,7/20/2018 16:38,7/18/2017,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,Potassium chloride
3752,,2/21/2017 11:44,2/21/2017 11:44,2/20/2016,Return to Owner,,Dog,Intact Male,1 year,Maltese/Yorkshire Terrier,Black/White,gluconate
3753,Shotzy,5/31/2014 12:29,5/31/2014 12:29,5/25/2009,Adoption,,Dog,Spayed Female,5 years,Weimaraner Mix,Chocolate,mannitol
3754,,11/16/2018 12:11,11/16/2018 12:11,11/12/2016,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,Dextrose
3755,,6/26/2018 16:42,6/26/2018 16:42,4/25/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico/White,Heparin
3756,*Callie,11/18/2017 18:33,11/18/2017 18:33,8/10/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,Vitamin K105
3757,,7/10/2018 8:56,7/10/2018 8:56,5/21/2018,Transfer,Partner,Dog,Intact Female,1 month,Australian Kelpie Mix,Tan,isoflurane
3758,,12/7/2018 16:49,12/7/2018 16:49,12/7/2011,Euthanasia,Suffering,Dog,Intact Female,7 years,Boxer,White/Brown,alfaxalone
3759,,5/5/2018 19:20,5/5/2018 19:20,5/1/2017,Transfer,Snr,Cat,Unknown,1 year,Domestic Medium Hair Mix,Orange Tabby,propofol
3760,Chief,8/4/2018 13:33,8/4/2018 13:33,10/15/2017,Adoption,,Dog,Spayed Female,9 months,Black Mouth Cur Mix,Tan/Black,hydroxyzine
3761,*Milan,8/17/2017 0:00,8/17/2017 0:00,10/13/2016,Transfer,Partner,Dog,Intact Male,10 months,Labrador Retriever Mix,Brown/Brown,Colloid
3762,Tiger,1/26/2018 11:45,1/26/2018 11:45,5/13/2017,Adoption,,Dog,Neutered Male,8 months,Australian Shepherd/Plott Hound,Brown,emulsions
3763,Miss Cushion,7/15/2016 16:27,7/15/2016 16:27,12/11/2015,Return to Owner,,Dog,Spayed Female,7 months,Australian Cattle Dog Mix,Blue Tick/Black,Amoxicillin
3764,Chapo,8/24/2014 14:46,8/24/2014 14:46,8/24/2012,Return to Owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan,Clindamycin
3765,,12/17/2016 14:10,12/17/2016 14:10,11/16/2016,Transfer,Partner,Cat,Intact Male,4 weeks,Siamese Mix,Seal Point,Amoxicillin
3766,Taz,3/3/2018 13:12,3/3/2018 13:12,10/14/2011,Adoption,,Dog,Neutered Male,6 years,Pit Bull Mix,Black/White,Ampicillin
3767,*Teddy,12/1/2015 17:41,12/1/2015 17:41,7/23/2015,Adoption,,Dog,Neutered Male,4 months,Border Collie Mix,Black/White,Cefazolin
3768,Sugar,5/7/2016 18:13,5/7/2016 18:13,5/7/2008,Return to Owner,,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Brown/White,sulfonamide
3769,*Lucas,8/6/2014 14:37,8/6/2014 14:37,7/8/2013,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,Doxycycline
3770,*Flower,10/12/2013 19:19,10/12/2013 19:19,10/4/2006,Adoption,,Cat,Spayed Female,7 years,Domestic Longhair Mix,Tortie,Erythromycin
3771,Bojka,12/29/2017 0:00,12/29/2017 0:00,3/30/2014,Adoption,,Dog,Neutered Male,3 years,German Shepherd/Redbone Hound,Black/Brown,Metronidazole
3772,*Bun 1,4/22/2018 15:39,4/22/2018 15:39,4/22/2018,Transfer,Partner,Other,Unknown,0 years,Rabbit Sh Mix,Black,Enrofloxacin
3773,*Ella,10/21/2014 16:20,10/21/2014 16:20,10/11/2013,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Brown/White,Florfenicol
3774,Bella,11/2/2013 12:47,11/2/2013 12:47,10/19/2011,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Brown Tabby,Oxygen
3775,,7/16/2017 11:29,7/16/2017 11:29,3/6/2017,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Brown Tabby,xylazine
3776,,10/31/2014 17:32,10/31/2014 17:32,8/27/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,medetomidine
3777,,10/1/2016 16:13,10/1/2016 16:13,9/30/2013,Euthanasia,Suffering,Cat,Unknown,3 years,Domestic Shorthair Mix,White/Blue,yohimbine
3778,*Pink,7/19/2015 19:18,7/19/2015 19:18,7/20/2014,Adoption,Foster,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Orange Tabby,tolazoline
3779,*Tulipe,6/15/2016 15:24,6/15/2016 15:24,5/30/2010,Transfer,Partner,Cat,Intact Female,6 years,Domestic Shorthair Mix,Torbie,Anticholinergic
3780,*Dasher,12/22/2015 19:35,12/22/2015 19:35,9/19/2015,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Tan,Lidocaine
3781,*Darwin,12/8/2013 19:19,12/8/2013 19:19,9/13/2013,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,Adrenaline
3782,,7/13/2017 11:49,7/13/2017 11:49,4/23/2017,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,anaesthetic
3783,Snickers,6/23/2014 19:17,6/23/2014 19:17,12/17/2013,Adoption,,Dog,Spayed Female,6 months,Chihuahua Shorthair/Welsh Terrier,Black/Brown,midazolam
3784,*Simba,4/18/2016 19:43,4/18/2016 19:43,4/2/2015,Euthanasia,Suffering,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,inflammatory
3785,*Guinness,1/28/2017 12:12,1/28/2017 12:12,1/16/2016,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle,Opioids
3786,,2/27/2016 11:29,2/27/2016 11:29,2/23/2007,Adoption,,Dog,Spayed Female,9 years,Yorkshire Terrier Mix,Blue/Tan,Crystalloid
3787,Durbin,11/8/2015 12:45,11/8/2015 12:45,12/13/2014,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Black/White,Potassium chloride
3788,,10/24/2013 18:25,10/24/2013 18:25,10/19/2012,Adoption,,Dog,Neutered Male,1 year,Norwich Terrier Mix,Tan,gluconate
3789,,4/20/2014 10:55,4/20/2014 10:55,1/20/2013,Euthanasia,Medical,Other,Unknown,1 year,Raccoon,Gray/Black,mannitol
3790,*Minnie,12/28/2013 16:17,12/28/2013 16:17,10/24/2013,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,Dextrose
3791,*Basil,2/2/2017 14:22,2/2/2017 14:22,10/1/2015,Return to Owner,,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,Heparin
3792,Kora,3/21/2017 16:15,3/21/2017 16:15,2/16/2016,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan,Vitamin K106
3793,*Greta,10/16/2018 14:27,10/16/2018 14:27,2/5/2018,Transfer,Partner,Dog,Intact Female,8 months,Whippet Mix,Brown/White,isoflurane
3794,Hugo,12/5/2016 18:21,12/5/2016 18:21,11/9/2013,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Boxer,Brown,alfaxalone
3795,Coco,5/30/2015 18:10,5/30/2015 18:10,5/28/2003,Return to Owner,,Dog,Spayed Female,12 years,Labrador Retriever/Doberman Pinsch,Chocolate/Tan,propofol
3796,Hank,6/9/2015 18:27,6/9/2015 18:27,12/3/2013,Adoption,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Brown Brindle,hydroxyzine
3797,*Maria,9/27/2015 14:02,9/27/2015 14:02,9/5/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,Colloid
3798,,2/2/2016 17:30,2/2/2016 17:30,2/2/2006,Transfer,Partner,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Tan/White,emulsions
3799,*Lance,8/12/2017 15:39,8/12/2017 15:39,4/28/2017,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange,Amoxicillin
3800,Bentley,3/26/2016 17:10,3/26/2016 17:10,8/10/2014,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/Tan,Clindamycin
3801,Tootles,6/28/2014 13:29,6/28/2014 13:29,1/18/2012,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White,Amoxicillin
3802,Snow,4/27/2014 18:39,4/27/2014 18:39,9/25/2011,Adoption,,Dog,Spayed Female,2 years,Alaskan Husky Mix,Cream/Gray,Ampicillin
3803,,7/8/2016 17:09,7/8/2016 17:09,4/26/2016,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Lilac Point,Cefazolin
3804,*Sasha,9/30/2018 15:43,9/30/2018 15:43,7/21/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,sulfonamide
3805,,3/2/2017 17:47,3/2/2017 17:47,8/26/2016,Adoption,,Dog,Spayed Female,6 months,Beagle,Tan/Brown,Doxycycline
3806,Xeon,3/14/2014 11:09,3/14/2014 11:09,6/11/2013,Transfer,Partner,Dog,Intact Female,9 months,Siberian Husky/Australian Cattle Dog,Black/Tan,Erythromycin
3807,*Lucas,8/21/2014 14:37,8/21/2014 14:37,8/9/2013,Adoption,,Dog,Neutered Male,1 year,Redbone Hound Mix,Tan/White,Metronidazole
3808,Guantes,3/31/2016 16:48,3/31/2016 16:48,5/26/2015,Adoption,,Dog,Neutered Male,10 months,Australian Kelpie Mix,Black/White,Enrofloxacin
3809,*Khaleesi,9/7/2017 16:50,9/7/2017 16:50,8/14/2005,Transfer,Partner,Cat,Intact Female,12 years,Domestic Shorthair Mix,Tortie,Florfenicol
3810,Bam Bam,9/1/2018 18:12,9/1/2018 18:12,8/18/2010,Adoption,,Dog,Neutered Male,8 years,Shih Tzu,Black/White,Oxygen
3811,Marley,11/10/2013 14:56,11/10/2013 14:56,11/10/2007,Return to Owner,,Dog,Neutered Male,6 years,Golden Retriever Mix,Gold,xylazine
3812,,8/13/2018 0:00,8/13/2018 0:00,5/9/2018,Transfer,Partner,Dog,Intact Male,3 months,German Shepherd Mix,Brown/Black,medetomidine
3813,Springer,3/1/2017 12:30,3/1/2017 12:30,7/2/2011,Adoption,,Dog,Neutered Male,5 years,Australian Cattle Dog Mix,Tan/White,yohimbine
3814,,8/11/2017 14:13,8/11/2017 14:13,5/5/2017,Transfer,Partner,Cat,Intact Male,3 months,Domestic Medium Hair Mix,Brown Tabby/White,tolazoline
3815,Jordan,4/20/2016 19:37,4/20/2016 19:37,4/18/2014,Adoption,,Dog,Neutered Male,2 years,Shih Tzu Mix,Apricot,Anticholinergic
3816,,3/17/2018 14:50,3/17/2018 14:50,3/15/2018,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black,Lidocaine
3817,,6/11/2015 17:01,6/11/2015 17:01,6/10/2003,Transfer,Partner,Dog,Spayed Female,12 years,Pomeranian Mix,Black,Adrenaline
3818,Black Jack,12/30/2014 18:16,12/30/2014 18:16,9/27/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,anaesthetic
3819,,7/21/2018 17:20,7/21/2018 17:20,5/21/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,midazolam
3820,Kasey,8/27/2014 19:00,8/27/2014 19:00,6/27/2014,Adoption,,Dog,Spayed Female,1 month,Border Collie Mix,Chocolate/White,inflammatory
3821,,6/26/2018 11:18,6/26/2018 11:18,6/23/2017,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,White,Opioids
3822,,9/6/2014 12:44,9/6/2014 12:44,8/30/2014,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Orange Tabby,Crystalloid
3823,Destin,5/17/2014 13:51,5/17/2014 13:51,5/10/2008,Transfer,Partner,Dog,Neutered Male,6 years,Border Collie Mix,White/Black,Potassium chloride
3824,,4/4/2016 9:58,4/4/2016 9:58,4/3/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,gluconate
3825,*Raisin,11/13/2016 17:47,11/13/2016 17:47,7/30/2016,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Black Smoke,mannitol
3826,,5/24/2016 13:16,5/24/2016 13:16,4/15/2016,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Flame Point/Cream,Dextrose
3827,,6/12/2017 18:36,6/12/2017 18:36,3/28/2017,Adoption,,Dog,Spayed Female,2 months,Plott Hound Mix,Brown Brindle/White,Heparin
3828,*Mini Cooper,8/24/2014 16:34,8/24/2014 16:34,12/7/2011,Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Brown,Vitamin K107
3829,*Monty,8/13/2018 15:53,8/13/2018 15:53,5/13/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,isoflurane
3830,*Philippe,11/12/2014 21:49,11/12/2014 21:49,10/5/2014,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,alfaxalone
3831,*Teddy,11/28/2015 17:24,11/28/2015 17:24,7/23/2015,Adoption,,Dog,Neutered Male,4 months,Border Collie Mix,Black/White,propofol
3832,Dova,3/7/2016 14:29,3/7/2016 14:29,6/28/2015,Adoption,,Dog,Neutered Male,8 months,Border Collie/Bull Terrier,Black/White,hydroxyzine
3833,*Lana,11/12/2018 16:01,11/12/2018 16:01,11/6/2017,Transfer,Partner,Dog,Intact Female,1 year,German Shepherd,Black/Brown,Colloid
3834,Dewey,8/27/2015 12:54,8/27/2015 12:54,8/26/2010,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange/White,emulsions
3835,Patron,8/9/2016 16:59,8/9/2016 16:59,11/20/2015,Adoption,,Dog,Neutered Male,8 months,American Pit Bull Terrier Mix,Black,Amoxicillin
3836,Houston,7/2/2014 14:03,7/2/2014 14:03,5/19/2011,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/Tan,Clindamycin
